donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Bradley infantry fighting vehicle,Heavy weapon,Infantry fighting vehicle (IFV),800000000.0,,60800000.0
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Stryker armored personnel carrier,Heavy weapon,Armored Personnel Carrier (APC),800000000.0,,78252056.0
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Anti-tank missile and anti-tank rocket,Portable defence system,Light Anti-armor Weapon (LAW),800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Dual-purpose improved conventional munition/ cluster ammunition,Ammunition for heavy weapon,155mm howitzer ammunition,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,AIM-7 missile for air defense,Ammunition for heavy weapon,Aircraft missile ammunition,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Stinger anti-aircraft system,Portable defence system,MANPADS,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,M777 howitzer,Heavy weapon,155mm howitzer,800000000.0,,160270000.0
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Mine clearing equipment,Military equipment,Military equipment,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Javelin anti-armor systems,Portable defence system,Light Anti-armor Weapon (LAW),800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,JDAM-ER,Ammunition for heavy weapon,Explosive,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,penguin unmanned aerial systems ,Aviation and drones,Drone,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,tactical vehicle to recover equipment,Heavy weapon,Armored Recovery Vehicle (ARV),800000000.0,,179670660.0
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,tactical vehicles to tow and haul equipment ,Military equipment,Military equipment,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,demolition munition,Military equipment,Military equipment,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,rounds of small arms ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,800000000.0,,13160000.0
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,spare parts,Military equipment,spare parts,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,field equipment,Military equipment,Military equipment,800000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,munitions for NASAMs,Ammunition for Heavy Weapon,Surface-to-air missile (SAM),400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Stinger anti-aircraft system,Portable defence system,MANPADS,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,120mm mortar round,Ammunition for heavy weapon,Mortar ammunition,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,60mm mortar round,Ammunition for light infantry,Mortar ammunition,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Stryker Armored Personnel Carrier,Heavy weapon,Armored Personnel Carrier (APC),400000000.0,,78252056.0
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Javelin anti-armor systems,Portable defence system,Light Anti-armor Weapon (LAW),400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Black Hornet drone,Aviation and drones,Drone,400000000.0,,
United States,2023-07-25,Military,Weapons and equipment,43rd presidential drawdown amounting to USD 400 million for the provision of various military items.,Hydra-70 aircraft rocket,Ammunition for heavy weapon,Aircraft missile ammunition,400000000.0,,
